rank_category,pokemon,item,ability,tera type,move_1,move_2,move_3,move_4,tournament
2,urshifu,choice scarf  ,unseen fist  ,poison,surging-strikes,close-combat,aqua-jet,uturn,latin america international
2,rillaboom,assault vest  ,grassy surge  ,grass,fake-out,wood-hammer,high-horsepower,grassy-glide,latin america international
2,clefairy,eviolite  ,friend guard  ,water,icy-wind,follow-me,helping-hand,protect,latin america international
2,gholdengo,metal coat  ,good as gold  ,dragon,make-it-rain,shadow-ball,nasty-plot,protect,latin america international
2,urshifu,choice scarf  ,unseen fist  ,water,surging-strikes,close-combat,ice-punch,uturn,latin america international
2,rillaboom,assault vest  ,grassy surge  ,fire,grassy-glide,wood-hammer,high-horsepower,fake-out,latin america international
2,arcanine,choice band  ,intimidate  ,fairy,flare-blitz,rock-slide,extreme-speed,tera-blast,latin america international
2,roaring-moon,booster energy  ,protosynthesis  ,flying,knock-off,acrobatics,tailwind,protect,latin america international
2,gholdengo,leftovers  ,good as gold  ,dragon,shadow-ball,make-it-rain,nasty-plot,protect,latin america international
2,arcanine,choice band  ,intimidate  ,fairy,flare-blitz,rock-slide,extreme-speed,tera-blast,latin america international
2,urshifu,choice scarf  ,unseen fist  ,water,surging-strikes,close-combat,uturn,aqua-jet,latin america international
2,clefairy,eviolite  ,friend guard  ,grass,icy-wind,follow-me,protect,helping-hand,latin america international
2,rillaboom,assault vest  ,grassy surge  ,fire,grassy-glide,wood-hammer,fake-out,high-horsepower,latin america international
2,roaring-moon,booster energy  ,protosynthesis  ,flying,knock-off,acrobatics,tailwind,protect,latin america international
2,flutter-mane,choice specs  ,protosynthesis  ,fairy,moonblast,shadow-ball,dazzling-gleam,icy-wind,latin america international
2,iron-hands,assault vest  ,quark drive  ,water,wild-charge,drain-punch,fake-out,heavy-slam,latin america international
2,heatran,life orb  ,flash fire  ,grass,heat-wave,flash-cannon,earth-power,protect,latin america international
2,iron-bundle,booster energy  ,quark drive  ,ghost,freezedry,hydro-pump,icy-wind,protect,latin america international
2,rillaboom,miracle seed  ,grassy surge  ,fire,wood-hammer,fake-out,grassy-glide,high-horsepower,latin america international
2,urshifu,focus sash  ,unseen fist  ,dark,wicked-blow,close-combat,sucker-punch,detect,latin america international
2,landorus,choice scarf  ,intimidate  ,flying,tera-blast,rock-slide,uturn,stomping-tantrum,latin america international
2,amoonguss,mental herb  ,regenerator  ,water,protect,rage-powder,spore,pollen-puff,latin america international
2,roaring-moon,booster energy  ,protosynthesis  ,flying,protect,dragon-dance,knock-off,acrobatics,latin america international
2,iron-hands,assault vest  ,quark drive  ,water,fake-out,heavy-slam,wild-charge,drain-punch,latin america international
2,heatran,leftovers  ,flash fire  ,fairy,magma-storm,flash-cannon,earth-power,protect,latin america international
2,flutter-mane,fairy feather  ,protosynthesis  ,fairy,protect,substitute,dazzling-gleam,moonblast,latin america international
1,roaring-moon,booster energy  ,protosynthesis  ,flying,acrobatics,knock-off,protect,dragon-dance,latin america international
1,heatran,safety goggles  ,flash fire  ,fairy,heat-wave,flash-cannon,earth-power,protect,latin america international
1,landorus,choice scarf  ,intimidate  ,flying,stomping-tantrum,rock-slide,tera-blast,uturn,latin america international
1,amoonguss,rocky helmet  ,regenerator  ,water,spore,rage-powder,pollen-puff,protect,latin america international
1,iron-hands,assault vest  ,quark drive  ,water,fake-out,drain-punch,wild-charge,heavy-slam,latin america international
1,flutter-mane,choice specs  ,protosynthesis  ,fairy,dazzling-gleam,shadow-ball,moonblast,perish-song,latin america international
1,volcarona,leftovers  ,flame body  ,grass,flamethrower,giga-drain,quiver-dance,protect,latin america international
1,iron-hands,assault vest  ,quark drive  ,fire,drain-punch,wild-charge,heavy-slam,fake-out,latin america international
1,landorus,choice scarf  ,intimidate  ,flying,rock-slide,stomping-tantrum,tera-blast,uturn,latin america international
1,chien-pao,focus sash  ,sword of ruin  ,ghost,ice-spinner,sacred-sword,sucker-punch,protect,latin america international
1,sinistcha,rocky helmet  ,hospitality  ,fairy,matcha-gotcha,strength-sap,rage-powder,trick-room,latin america international
1,kingambit,black glasses  ,defiant  ,poison,kowtow-cleave,swords-dance,sucker-punch,protect,latin america international
1,tornadus,focus sash  ,prankster  ,dragon,bleakwind-storm,rain-dance,tailwind,protect,latin america international
1,urshifu,mystic water  ,unseen fist  ,water,surging-strikes,close-combat,aqua-jet,protect,latin america international
1,ogerpon,hearthflame mask  ,mold breaker  ,fire,ivy-cudgel,grassy-glide,follow-me,spiky-shield,latin america international
1,gholdengo,leftovers  ,good as gold  ,dragon,make-it-rain,shadow-ball,nasty-plot,protect,latin america international
1,rillaboom,assault vest  ,grassy surge  ,fire,wood-hammer,high-horsepower,uturn,fake-out,latin america international
1,landorus,choice scarf  ,intimidate  ,flying,stomping-tantrum,tera-blast,rock-slide,uturn,latin america international
1,heatran,life orb  ,flash fire  ,grass,protect,earth-power,heat-wave,flash-cannon,latin america international
1,amoonguss,sitrus berry  ,regenerator  ,water,protect,rage-powder,spore,pollen-puff,latin america international
1,iron-hands,assault vest  ,quark drive  ,fire,fake-out,drain-punch,heavy-slam,wild-charge,latin america international
1,flutter-mane,booster energy  ,protosynthesis  ,fairy,protect,shadow-ball,moonblast,dazzling-gleam,latin america international
1,tornadus,sharp beak  ,prankster  ,dragon,protect,bleakwind-storm,tailwind,rain-dance,latin america international
1,urshifu,choice scarf  ,unseen fist  ,water,close-combat,surging-strikes,ice-spinner,uturn,latin america international
1,landorus,choice scarf  ,intimidate  ,flying,uturn,tera-blast,stomping-tantrum,rock-tomb,latin america international
1,flutter-mane,choice specs  ,protosynthesis  ,fairy,moonblast,dazzling-gleam,shadow-ball,charm,latin america international
1,ogerpon,wellspring mask  ,water absorb  ,water,ivy-cudgel,power-whip,spiky-shield,follow-me,latin america international
1,iron-hands,assault vest  ,quark drive  ,water,fake-out,heavy-slam,drain-punch,wild-charge,latin america international
1,clefairy,eviolite  ,friend guard  ,grass,follow-me,life-dew,helping-hand,protect,latin america international
1,kingambit,black glasses  ,defiant  ,fire,kowtow-cleave,sucker-punch,swords-dance,protect,latin america international
1,amoonguss,rocky helmet  ,regenerator  ,water,rage-powder,pollen-puff,spore,protect,latin america international
1,heatran,life orb  ,flash fire  ,fairy,flash-cannon,heat-wave,earth-power,protect,latin america international
1,landorus,choice scarf  ,intimidate  ,flying,stomping-tantrum,rock-slide,tera-blast,uturn,latin america international
1,iron-hands,assault vest  ,quark drive  ,grass,fake-out,drain-punch,wild-charge,heavy-slam,latin america international
1,ninetales,light clay  ,snow warning  ,water,aurora-veil,icy-wind,moonblast,protect,latin america international
1,iron-bundle,booster energy  ,quark drive  ,ghost,hydro-pump,freezedry,blizzard,protect,latin america international
1,iron-hands,assault vest  ,quark drive  ,water,fake-out,heavy-slam,wild-charge,drain-punch,latin america international
1,pelipper,focus sash  ,drizzle  ,flying,hurricane,weather-ball,protect,wide-guard,latin america international
1,scream-tail,booster energy  ,protosynthesis  ,grass,dazzling-gleam,encore,disable,protect,latin america international
1,gholdengo,leftovers  ,good as gold  ,dragon,make-it-rain,nasty-plot,shadow-ball,protect,latin america international
1,amoonguss,sitrus berry  ,regenerator  ,steel,spore,rage-powder,pollen-puff,protect,latin america international
1,salamence,choice scarf  ,intimidate  ,steel,hurricane,draco-meteor,tailwind,iron-head,latin america international
1,tornadus,sitrus berry  ,prankster  ,poison,bleakwind-storm,icy-wind,tailwind,rain-dance,latin america international
1,amoonguss,rocky helmet  ,regenerator  ,water,pollen-puff,spore,rage-powder,protect,latin america international
1,kingambit,black glasses  ,defiant  ,dark,kowtow-cleave,sucker-punch,swords-dance,protect,latin america international
1,iron-hands,assault vest  ,quark drive  ,grass,drain-punch,wild-charge,heavy-slam,fake-out,latin america international
1,ogerpon,hearthflame mask  ,mold breaker  ,fire,ivy-cudgel,horn-leech,swords-dance,spiky-shield,latin america international
1,urshifu,choice scarf  ,unseen fist  ,water,aqua-jet,surging-strikes,close-combat,uturn,latin america international
1,flutter-mane,choice specs  ,protosynthesis  ,fairy,moonblast,dazzling-gleam,shadow-ball,power-gem,latin america international
1,iron-hands,assault vest  ,quark drive  ,water,fake-out,drain-punch,wild-charge,heavy-slam,latin america international
1,heatran,leftovers  ,flash fire  ,fairy,magma-storm,earth-power,substitute,protect,latin america international
1,amoonguss,rocky helmet  ,regenerator  ,water,spore,rage-powder,pollen-puff,leaf-storm,latin america international
1,baxcalibur,loaded dice  ,thermal exchange  ,poison,scale-shot,icicle-spear,swords-dance,protect,latin america international
1,landorus,choice scarf  ,intimidate  ,flying,rock-slide,stomping-tantrum,uturn,tera-blast,latin america international
1,amoonguss,sitrus berry  ,regenerator  ,water,spore,rage-powder,pollen-puff,protect,latin america international
1,landorus,choice scarf  ,intimidate  ,flying,uturn,rock-slide,tera-blast,stomping-tantrum,latin america international
1,roaring-moon,booster energy  ,protosynthesis  ,flying,acrobatics,dragon-dance,knock-off,protect,latin america international
1,heatran,shuca berry  ,flash fire  ,fairy,protect,earth-power,heat-wave,flash-cannon,latin america international
1,iron-hands,assault vest  ,quark drive  ,grass,fake-out,drain-punch,wild-charge,volt-switch,latin america international
1,flutter-mane,choice specs  ,protosynthesis  ,fairy,shadow-ball,dazzling-gleam,moonblast,perish-song,latin america international
1,amoonguss,rocky helmet  ,regenerator  ,water,pollen-puff,spore,rage-powder,clear-smog,latin america international
1,tornadus,sitrus berry  ,prankster  ,ghost,bleakwind-storm,rain-dance,taunt,tailwind,latin america international
1,chien-pao,focus sash  ,sword of ruin  ,ghost,ice-spinner,sucker-punch,sacred-sword,protect,latin america international
1,urshifu,life orb  ,unseen fist  ,poison,surging-strikes,close-combat,aqua-jet,detect,latin america international
1,gholdengo,leftovers  ,good as gold  ,dragon,make-it-rain,shadow-ball,nasty-plot,protect,latin america international
1,landorus,choice band  ,intimidate  ,water,rock-slide,uturn,stomping-tantrum,earthquake,latin america international
1,tornadus,mental herb  ,prankster  ,ghost,bleakwind-storm,rain-dance,tailwind,protect,latin america international
1,flutter-mane,booster energy  ,protosynthesis  ,fairy,moonblast,shadow-ball,dazzling-gleam,protect,latin america international
1,urshifu,mystic water  ,unseen fist  ,water,surging-strikes,close-combat,aqua-jet,detect,latin america international
1,arcanine,sitrus berry  ,intimidate  ,water,flare-blitz,rock-slide,extreme-speed,protect,latin america international
1,rillaboom,assault vest  ,grassy surge  ,fire,wood-hammer,grassy-glide,high-horsepower,fake-out,latin america international
1,gholdengo,leftovers  ,good as gold  ,dragon,make-it-rain,shadow-ball,nasty-plot,protect,latin america international
1,tornadus,rocky helmet  ,prankster  ,ghost,bleakwind-storm,protect,tailwind,rain-dance,latin america international
1,gholdengo,metal coat  ,good as gold  ,dragon,make-it-rain,shadow-ball,protect,nasty-plot,latin america international
1,arcanine,sitrus berry  ,intimidate  ,water,flare-blitz,protect,rock-slide,willowisp,latin america international
1,regidrago,dragon fang  ,dragon's maw  ,steel,dragon-energy,draco-meteor,earth-power,protect,latin america international
1,urshifu,choice scarf  ,unseen fist  ,water,surging-strikes,close-combat,aqua-jet,uturn,latin america international
1,rillaboom,assault vest  ,grassy surge  ,grass,fake-out,wood-hammer,high-horsepower,grassy-glide,latin america international
1,chien-pao,focus sash  ,sword of ruin  ,ghost,protect,icicle-crash,sucker-punch,sacred-sword,latin america international
1,heatran,assault vest  ,flash fire  ,fairy,flash-cannon,earth-power,heat-wave,tera-blast,latin america international
1,urshifu,choice scarf  ,unseen fist  ,water,uturn,surging-strikes,close-combat,aqua-jet,latin america international
1,farigiraf,rocky helmet  ,armor tail  ,fairy,trick-room,psychic,dazzling-gleam,helping-hand,latin america international
1,rillaboom,miracle seed  ,grassy surge  ,grass,fake-out,wood-hammer,grassy-glide,uturn,latin america international
1,dragonite,choice band  ,inner focus  ,normal,extreme-speed,outrage,aerial-ace,stomping-tantrum,latin america international
1,glimmora,assault vest  ,toxic debris  ,grass,sludge-bomb,power-gem,earth-power,mortal-spin,latin america international
1,dragonite,choice band  ,inner focus  ,normal,extreme-speed,ice-spinner,stomping-tantrum,giga-impact,latin america international
1,ninetales,light clay  ,snow warning  ,ghost,protect,icy-wind,moonblast,aurora-veil,latin america international
1,chien-pao,focus sash  ,sword of ruin  ,ghost,protect,icicle-crash,crunch,sucker-punch,latin america international
1,tatsugiri,ability shield  ,commander  ,steel,protect,muddy-water,draco-meteor,taunt,latin america international
1,dondozo,leftovers  ,unaware  ,dragon,protect,order-up,earthquake,substitute,latin america international
1,gholdengo,life orb  ,good as gold  ,steel,protect,make-it-rain,shadow-ball,nasty-plot,latin america international
1,weezing,sitrus berry  ,neutralizing gas  ,ghost,protect,sludge-bomb,willowisp,taunt,latin america international
1,brambleghast,focus sash  ,wind rider  ,ghost,protect,poltergeist,seed-bomb,shadow-sneak,latin america international
1,urshifu,mystic water  ,unseen fist  ,water,detect,surging-strikes,close-combat,aqua-jet,latin america international
1,arcanine,choice band  ,intimidate  ,fairy,rock-slide,flare-blitz,extreme-speed,tera-blast,latin america international
1,roaring-moon,booster energy  ,protosynthesis  ,poison,protect,breaking-swipe,knock-off,tailwind,latin america international
1,urshifu,life orb  ,unseen fist  ,water,surging-strikes,close-combat,aqua-jet,protect,latin america international
1,ogerpon,focus sash  ,defiant  ,grass,ivy-cudgel,stomping-tantrum,follow-me,spiky-shield,latin america international
1,arcanine,choice band  ,intimidate  ,fairy,flare-blitz,rock-slide,tera-blast,extreme-speed,latin america international
1,roaring-moon,booster energy  ,protosynthesis  ,poison,knock-off,breaking-swipe,tailwind,protect,latin america international
1,gholdengo,metal coat  ,good as gold  ,steel,make-it-rain,shadow-ball,nasty-plot,protect,latin america international
1,gothitelle,rocky helmet  ,shadow tag  ,fairy,fake-out,taunt,psychic,protect,latin america international
1,gholdengo,leftovers  ,good as gold  ,dragon,make-it-rain,shadow-ball,nasty-plot,protect,latin america international
1,iron-hands,assault vest  ,quark drive  ,water,drain-punch,wild-charge,fake-out,volt-switch,latin america international
1,urshifu,choice scarf  ,unseen fist  ,water,surging-strikes,close-combat,aqua-jet,uturn,latin america international
1,amoonguss,rocky helmet  ,regenerator  ,dragon,pollen-puff,spore,rage-powder,protect,latin america international
1,tornadus,mental herb  ,prankster  ,ghost,bleakwind-storm,taunt,tailwind,rain-dance,latin america international
1,arcanine,choice band  ,intimidate  ,grass,rock-slide,flare-blitz,extreme-speed,head-smash,latin america international
1,tornadus,covert cloak  ,prankster  ,steel,taunt,tailwind,bleakwind-storm,sunny-day,latin america international
1,flutter-mane,choice specs  ,protosynthesis  ,fairy,moonblast,shadow-ball,dazzling-gleam,power-gem,latin america international
1,rillaboom,miracle seed  ,grassy surge  ,fire,fake-out,grassy-glide,wood-hammer,protect,latin america international
1,landorus,choice scarf  ,intimidate  ,flying,uturn,rock-slide,stomping-tantrum,tera-blast,latin america international
1,heatran,life orb  ,flash fire  ,fairy,earth-power,flash-cannon,heat-wave,protect,latin america international
1,iron-hands,assault vest  ,quark drive  ,fire,drain-punch,fake-out,wild-charge,heavy-slam,latin america international
1,kingambit,black glasses  ,defiant  ,dark,kowtow-cleave,sucker-punch,swords-dance,protect,latin america international
1,iron-hands,assault vest  ,quark drive  ,water,drain-punch,fake-out,wild-charge,heavy-slam,latin america international
1,flutter-mane,choice specs  ,protosynthesis  ,fairy,moonblast,dazzling-gleam,shadow-ball,icy-wind,latin america international
1,tornadus,focus sash  ,prankster  ,flying,bleakwind-storm,tailwind,rain-dance,protect,latin america international
1,landorus,choice scarf  ,intimidate  ,flying,stomping-tantrum,uturn,tera-blast,rock-slide,latin america international
1,ogerpon,wellspring mask  ,water absorb  ,water,ivy-cudgel,horn-leech,follow-me,spiky-shield,latin america international
1,rillaboom,assault vest  ,grassy surge  ,fire,fake-out,uturn,wood-hammer,grassy-glide,latin america international
1,grimmsnarl,light clay  ,prankster  ,ghost,spirit-break,light-screen,reflect,fake-out,latin america international
1,urshifu,mystic water  ,unseen fist  ,water,surging-strikes,detect,close-combat,aqua-jet,latin america international
1,arcanine,choice band  ,intimidate  ,grass,flare-blitz,rock-slide,raging-fury,extreme-speed,latin america international
1,sinistcha,rocky helmet  ,hospitality  ,dragon,matcha-gotcha,rage-powder,life-dew,shadow-ball,latin america international
1,moltres,sitrus berry  ,berserk  ,poison,air-slash,nasty-plot,fiery-wrath,protect,latin america international
1,gholdengo,metal coat  ,good as gold  ,dragon,make-it-rain,shadow-ball,nasty-plot,protect,latin america international
1,landorus,choice scarf  ,intimidate  ,flying,stomping-tantrum,rock-slide,uturn,tera-blast,latin america international
1,urshifu,black glasses  ,unseen fist  ,fire,wicked-blow,sucker-punch,close-combat,protect,latin america international
1,iron-hands,assault vest  ,quark drive  ,grass,drain-punch,fake-out,wild-charge,ice-punch,latin america international
1,amoonguss,rocky helmet  ,regenerator  ,water,spore,pollen-puff,protect,rage-powder,latin america international
1,farigiraf,sitrus berry  ,armor tail  ,fire,dazzling-gleam,psyshock,trick-room,helping-hand,latin america international
1,ogerpon,cornerstone mask  ,sturdy  ,rock,ivy-cudgel,power-whip,follow-me,spiky-shield,latin america international
1,ursaluna,life orb  ,mind’s eye  ,normal,blood-moon,earth-power,hyper-voice,protect,latin america international
1,dusclops,eviolite  ,pressure  ,dark,night-shade,willowisp,pain-split,trick-room,latin america international
1,chi-yu,focus sash  ,beads of ruin  ,ghost,dark-pulse,overheat,snarl,protect,latin america international
1,iron-hands,assault vest  ,quark drive  ,water,drain-punch,wild-charge,heavy-slam,fake-out,latin america international
1,landorus,choice scarf  ,intimidate  ,flying,tera-blast,stomping-tantrum,rock-slide,uturn,latin america international
1,rillaboom,assault vest  ,grassy surge  ,fire,wood-hammer,grassy-glide,high-horsepower,fake-out,latin america international
1,arcanine,choice band  ,intimidate  ,fairy,rock-slide,flare-blitz,extreme-speed,tera-blast,latin america international
1,urshifu,focus sash  ,unseen fist  ,dark,wicked-blow,sucker-punch,close-combat,detect,latin america international
1,heatran,life orb  ,flash fire  ,fairy,heat-wave,earth-power,flash-cannon,protect,latin america international
1,sinistcha,rocky helmet  ,hospitality  ,poison,matcha-gotcha,rage-powder,strength-sap,protect,latin america international
1,milotic,leftovers  ,competitive  ,dragon,protect,scald,icy-wind,helping-hand,latin america international
1,gholdengo,choice specs  ,good as gold  ,steel,make-it-rain,shadow-ball,steel-beam,trick,latin america international
1,urshifu,mystic water  ,unseen fist  ,water,surging-strikes,close-combat,aqua-jet,detect,latin america international
1,flutter-mane,booster energy  ,protosynthesis  ,fairy,moonblast,shadow-ball,dazzling-gleam,protect,latin america international
1,tornadus,covert cloak  ,prankster  ,dark,bleakwind-storm,taunt,tailwind,rain-dance,latin america international
1,rillaboom,assault vest  ,grassy surge  ,fire,grassy-glide,wood-hammer,high-horsepower,fake-out,latin america international
1,arcanine,sitrus berry  ,intimidate  ,grass,flare-blitz,rock-slide,extreme-speed,willowisp,latin america international
1,pelipper,focus sash  ,drizzle  ,ghost,hurricane,weather-ball,tailwind,wide-guard,latin america international
1,gholdengo,metal coat  ,good as gold  ,dragon,make-it-rain,shadow-ball,nasty-plot,protect,latin america international
1,farigiraf,rocky helmet  ,armor tail  ,steel,psychic,dazzling-gleam,helping-hand,trick-room,latin america international
1,iron-hands,assault vest  ,quark drive  ,grass,fake-out,drain-punch,wild-charge,heavy-slam,latin america international
1,amoonguss,sitrus berry  ,regenerator  ,water,spore,rage-powder,pollen-puff,clear-smog,latin america international
1,urshifu,choice scarf  ,unseen fist  ,water,surging-strikes,close-combat,uturn,ice-spinner,latin america international
1,indeedee,rocky helmet  ,psychic surge  ,fire,dazzling-gleam,helping-hand,follow-me,trick-room,latin america international
1,urshifu,power band  ,unseen fist  ,poison,wicked-blow,close-combat,poison-jab,detect,latin america international
1,torkoal,charcoal  ,drought  ,fire,eruption,flamethrower,earth-power,protect,latin america international
1,flutter-mane,choice specs  ,protosynthesis  ,fairy,moonblast,shadow-ball,dazzling-gleam,power-gem,latin america international
1,armarouge,life orb  ,flash fire  ,psychic,expanding-force,armor-cannon,trick-room,protect,latin america international
1,lilligant,focus sash  ,chlorophyll  ,ghost,solar-blade,close-combat,sleep-powder,after-you,latin america international
1,iron-hands,assault vest  ,quark drive  ,water,drain-punch,fake-out,wild-charge,volt-switch,latin america international
1,flutter-mane,choice specs  ,protosynthesis  ,fairy,dazzling-gleam,shadow-ball,moonblast,perish-song,latin america international
1,roaring-moon,booster energy  ,protosynthesis  ,flying,dragon-dance,knock-off,acrobatics,protect,latin america international
1,heatran,life orb  ,flash fire  ,fairy,heat-wave,flash-cannon,earth-power,protect,latin america international
1,amoonguss,rocky helmet  ,regenerator  ,water,spore,pollen-puff,rage-powder,protect,latin america international
1,landorus,choice scarf  ,intimidate  ,flying,stomping-tantrum,uturn,tera-blast,rock-tomb,latin america international
1,rillaboom,miracle seed  ,grassy surge  ,fire,wood-hammer,grassy-glide,high-horsepower,fake-out,latin america international
1,roaring-moon,booster energy  ,protosynthesis  ,poison,knock-off,breaking-swipe,tailwind,protect,latin america international
1,arcanine,choice band  ,intimidate  ,fairy,rock-slide,flare-blitz,extreme-speed,tera-blast,latin america international
1,milotic,leftovers  ,competitive  ,dragon,scald,ice-beam,protect,haze,latin america international
1,iron-hands,assault vest  ,quark drive  ,grass,drain-punch,fake-out,heavy-slam,wild-charge,latin america international
1,flutter-mane,choice specs  ,protosynthesis  ,fairy,dazzling-gleam,moonblast,shadow-ball,psyshock,latin america international
1,baxcalibur,assault vest  ,ice body  ,water,high-horsepower,glaive-rush,icicle-crash,ice-shard,latin america international
1,sinistcha,sitrus berry  ,hospitality  ,water,matcha-gotcha,strength-sap,protect,calm-mind,latin america international
1,ninetales,light clay  ,snow warning  ,ghost,aurora-veil,icy-wind,encore,protect,latin america international
1,grimmsnarl,rocky helmet  ,prankster  ,steel,parting-shot,foul-play,fake-out,thunder-wave,latin america international
1,roaring-moon,booster energy  ,protosynthesis  ,flying,acrobatics,knock-off,protect,breaking-swipe,latin america international
1,heatran,leftovers  ,flash fire  ,grass,protect,heat-wave,flash-cannon,earth-power,latin america international
1,cresselia,sitrus berry  ,levitate  ,poison,ice-beam,psychic,lunar-blessing,trick-room,latin america international
1,ogerpon,wellspring mask  ,water absorb  ,water,ivy-cudgel,horn-leech,follow-me,spiky-shield,latin america international
1,heatran,shuca berry  ,flash fire  ,grass,earth-power,heat-wave,protect,flash-cannon,latin america international
1,iron-hands,assault vest  ,quark drive  ,water,wild-charge,drain-punch,heavy-slam,fake-out,latin america international
1,flutter-mane,choice specs  ,protosynthesis  ,fairy,moonblast,shadow-ball,dazzling-gleam,power-gem,latin america international
1,landorus,choice scarf  ,intimidate  ,flying,uturn,rock-slide,stomping-tantrum,tera-blast,latin america international
1,flutter-mane,focus sash  ,protosynthesis  ,fairy,dazzling-gleam,moonblast,shadow-ball,protect,latin america international
1,regieleki,magnet  ,transistor  ,ice,electroweb,thunderbolt,tera-blast,protect,latin america international
1,ogerpon,wellspring mask  ,water absorb  ,water,ivy-cudgel,horn-leech,swords-dance,spiky-shield,latin america international
1,indeedee,psychic seed  ,psychic surge  ,dragon,follow-me,psychic,protect,helping-hand,latin america international
1,tornadus,safety goggles  ,prankster  ,dark,bleakwind-storm,protect,tailwind,rain-dance,latin america international
1,chi-yu,life orb  ,beads of ruin  ,fire,heat-wave,overheat,snarl,protect,latin america international
1,torkoal,charcoal  ,drought  ,fire,eruption,heat-wave,earth-power,protect,latin america international
1,ogerpon,cornerstone mask  ,sturdy  ,rock,ivy-cudgel,encore,spiky-shield,follow-me,latin america international
1,indeedee,psychic seed  ,psychic surge  ,fairy,dazzling-gleam,follow-me,trick-room,skill-swap,latin america international
1,lilligant,focus sash  ,chlorophyll  ,ghost,close-combat,solar-blade,sleep-powder,after-you,latin america international
1,armarouge,life orb  ,flash fire  ,psychic,expanding-force,armor-cannon,trick-room,protect,latin america international
1,ursaluna,flame orb  ,guts  ,ghost,facade,headlong-rush,earthquake,protect,latin america international
1,clefairy,eviolite  ,friend guard  ,grass,follow-me,encore,protect,heal-pulse,latin america international
1,scream-tail,power weight  ,protosynthesis  ,water,psychic-fangs,howl,helping-hand,trick-room,latin america international
1,farigiraf,sitrus berry  ,armor tail  ,fire,psychic,dazzling-gleam,nasty-plot,trick-room,latin america international
1,staraptor,choice scarf  ,intimidate  ,flying,brave-bird,close-combat,uturn,final-gambit,latin america international
1,urshifu,choice band  ,unseen fist  ,poison,wicked-blow,close-combat,uturn,poison-jab,latin america international
1,ursaluna,flame orb  ,guts  ,fairy,facade,high-horsepower,protect,swords-dance,latin america international
1,rillaboom,miracle seed  ,grassy surge  ,fire,grassy-glide,wood-hammer,protect,fake-out,latin america international
1,tornadus,rocky helmet  ,prankster  ,ghost,bleakwind-storm,tailwind,rain-dance,taunt,latin america international
1,flutter-mane,choice specs  ,protosynthesis  ,fairy,dazzling-gleam,shadow-ball,moonblast,thunderbolt,latin america international
1,empoleon,leftovers  ,competitive  ,fairy,flash-cannon,icy-wind,protect,yawn,latin america international
1,landorus,sitrus berry  ,intimidate  ,flying,rock-slide,tera-blast,stomping-tantrum,protect,latin america international
1,urshifu,mystic water  ,unseen fist  ,water,surging-strikes,aqua-jet,close-combat,detect,latin america international
1,gastrodon,sitrus berry  ,storm drain  ,poison,earth-power,ice-beam,protect,clear-smog,latin america international
1,landorus,choice scarf  ,intimidate  ,flying,stomping-tantrum,rock-slide,uturn,tera-blast,latin america international
1,flutter-mane,pixie plate  ,protosynthesis  ,water,dazzling-gleam,shadow-ball,moonblast,protect,latin america international
1,ogerpon,hearthflame mask  ,mold breaker  ,fire,ivy-cudgel,wood-hammer,taunt,spiky-shield,latin america international
1,iron-hands,assault vest  ,quark drive  ,water,heavy-slam,fake-out,drain-punch,wild-charge,latin america international
1,kingambit,black glasses  ,defiant  ,ghost,kowtow-cleave,iron-head,protect,sucker-punch,latin america international
1,amoonguss,rocky helmet  ,regenerator  ,water,clear-smog,spore,rage-powder,pollen-puff,latin america international
1,farigiraf,sitrus berry  ,armor tail  ,fire,nasty-plot,hyper-voice,psyshock,trick-room,latin america international
1,torkoal,charcoal  ,drought  ,fire,earth-power,eruption,protect,heat-wave,latin america international
1,kingambit,assault vest  ,defiant  ,fairy,sucker-punch,tera-blast,iron-head,kowtow-cleave,latin america international
1,ogerpon,hearthflame mask  ,mold breaker  ,fire,ivy-cudgel,horn-leech,spiky-shield,swords-dance,latin america international
1,lilligant,focus sash  ,chlorophyll  ,ghost,after-you,sleep-powder,ice-spinner,close-combat,latin america international
1,indeedee,psychic seed  ,psychic surge  ,fairy,psychic,follow-me,trick-room,protect,latin america international
1,rotom,life orb  ,levitate  ,electric,hydro-pump,volt-switch,willowisp,protect,latin america international
1,tornadus,covert cloak  ,prankster  ,steel,bleakwind-storm,rain-dance,tailwind,protect,latin america international
1,ogerpon,hearthflame mask  ,mold breaker  ,fire,ivy-cudgel,horn-leech,swords-dance,spiky-shield,latin america international
1,tinkaton,assault vest  ,own tempo  ,fairy,gigaton-hammer,play-rough,brick-break,fake-out,latin america international
1,urshifu,sitrus berry  ,unseen fist  ,poison,wicked-blow,close-combat,poison-jab,detect,latin america international
1,urshifu,choice scarf  ,unseen fist  ,water,surging-strikes,close-combat,aqua-jet,uturn,latin america international
1,ogerpon,hearthflame mask  ,mold breaker  ,fire,ivy-cudgel,horn-leech,swords-dance,spiky-shield,latin america international
1,chien-pao,focus sash  ,sword of ruin  ,ghost,crunch,ice-spinner,sucker-punch,protect,latin america international
1,amoonguss,sitrus berry  ,regenerator  ,water,pollen-puff,spore,rage-powder,protect,latin america international
1,dragonite,assault vest  ,inner focus  ,normal,aerial-ace,stomping-tantrum,thunder-punch,extreme-speed,latin america international
1,kingambit,black glasses  ,defiant  ,dark,kowtow-cleave,sucker-punch,swords-dance,protect,latin america international
