whimsicott,covert-cloak,prankster,dark,moonblast,tailwind,encore,light-screen,5gen
ogerpon,hearthflame-mask,mold-breaker,fire,ivy-cudgel,wood-hammer,follow-me,spiky-shield,9gen
farigiraf,electric-seed,armor-tail,dragon,psychic-noise,helping-hand,foul-play,trick-room,9gen
iron-hands,assault-vest,quark-drive,bug,drain-punch,wild-charge,low-kick,fake-out,9gen
urshifu,focus-sash,unseen-fist,dark,wicked-blow,close-combat,sucker-punch,detect,8gen
miraidon,choice-specs,hadron-engine,fairy,electro-drift,draco-meteor,volt-switch,dazzling-gleam,9gen
urshifu,focus-sash,unseen-fist,stellar,surging-strikes,close-combat,aqua-jet,detect,8gen
miraidon,choice-specs,hadron-engine,fairy,electro-drift,volt-switch,draco-meteor,dazzling-gleam,9gen
chi-yu,choice-scarf,beads-of-ruin,ghost,heat-wave,flamethrower,snarl,willowisp,9gen
farigiraf,electric-seed,armor-tail,ground,expanding-force,foul-play,helping-hand,trick-room,9gen
tornadus,covert-cloak,prankster,normal,bleakwind-storm,tailwind,rain-dance,substitute,5gen
iron-hands,assault-vest,quark-drive,electric,low-kick,wild-charge,drain-punch,fake-out,9gen
urshifu,focus-sash,unseen-fist,stellar,surging-strikes,close-combat,aqua-jet,protect,8gen
whimsicott,covert-cloak,prankster,water,moonblast,tailwind,light-screen,encore,5gen
iron-leaves,life-orb,quark-drive,normal,leaf-blade,psyblade,megahorn,protect,9gen
incineroar,assault-vest,intimidate,ghost,fake-out,uturn,knock-off,flare-blitz,7gen
miraidon,choice-specs,hadron-engine,fairy,electro-drift,dazzling-gleam,draco-meteor,volt-switch,9gen
iron-hands,electric-seed,quark-drive,fire,drain-punch,thunder-punch,swords-dance,protect,9gen
landorus,choice-scarf,sheer-force,ghost,uturn,earth-power,sludge-bomb,sandsear-storm,5gen
calyrex,clear-amulet,as-one-(glastrier),normal,protect,trick-room,high-horsepower,glacial-lance,8gen
ogerpon,loaded-dice,defiant,grass,spiky-shield,bullet-seed,follow-me,encore,9gen
urshifu,focus-sash,unseen-fist,stellar,detect,surging-strikes,close-combat,aqua-jet,8gen
pelipper,safety-goggles,drizzle,grass,helping-hand,hurricane,weather-ball,wide-guard,3gen
incineroar,rocky-helmet,intimidate,grass,knock-off,parting-shot,fake-out,willowisp,7gen
raging-bolt,assault-vest,protosynthesis,electric,thunderbolt,draco-meteor,thunderclap,volt-switch,9gen
flutter-mane,booster-energy,protosynthesis,fairy,moonblast,icy-wind,sunny-day,protect,9gen
ditto,focus-sash,imposter,ghost,transform,,,,1gen
ogerpon,cornerstone-mask,sturdy,rock,power-whip,ivy-cudgel,follow-me,spiky-shield,9gen
koraidon,clear-amulet,orichalcum-pulse,fire,collision-course,flare-blitz,flame-charge,protect,9gen
chi-yu,covert-cloak,beads-of-ruin,water,snarl,heat-wave,overheat,taunt,9gen
ogerpon,cornerstone-mask,sturdy,rock,ivy-cudgel,power-whip,follow-me,spiky-shield,9gen
indeedee,psychic-seed,psychic-surge,water,alluring-voice,follow-me,helping-hand,trick-room,8gen
whimsicott,covert-cloak,prankster,dark,moonblast,helping-hand,light-screen,tailwind,5gen
regidrago,life-orb,dragon's-maw,steel,dragon-energy,draco-meteor,dragon-pulse,protect,8gen
calyrex,choice-specs,as-one-(spectrier),normal,astral-barrage,expanding-force,shadow-ball,pollen-puff,8gen
urshifu,choice-scarf,unseen-fist,water,surging-strikes,uturn,close-combat,ice-spinner,8gen
iron-hands,assault-vest,quark-drive,water,drain-punch,low-kick,wild-charge,fake-out,9gen
farigiraf,electric-seed,armor-tail,water,psychic,foul-play,helping-hand,trick-room,9gen
whimsicott,covert-cloak,prankster,water,moonblast,light-screen,tailwind,encore,5gen
miraidon,choice-specs,hadron-engine,fairy,electro-drift,draco-meteor,dazzling-gleam,volt-switch,9gen
urshifu,focus-sash,unseen-fist,stellar,surging-strikes,close-combat,aqua-jet,protect,8gen
chi-yu,choice-scarf,beads-of-ruin,ghost,heat-wave,overheat,dark-pulse,snarl,9gen
amoonguss,sitrus-berry--,regenerator--,water,protect,rage-powder,spore,pollen-puff,5gen
tornadus,rocky-helmet--,prankster--,steel,tailwind,protect,rain-dance,bleakwind-storm,5gen
iron-hands,assault-vest--,quark-drive--,water,drain-punch,volt-switch,wild-charge,fake-out,9gen
arcanine,choice-band--,intimidate--,fairy,flare-blitz,rock-slide,extreme-speed,head-smash,1gen
gholdengo,leftovers--,good-as-gold--,dragon,make-it-rain,shadow-ball,nasty-plot,protect,9gen
urshifu,mystic-water--,unseen-fist--,water,aqua-jet,detect,close-combat,surging-strikes,8gen
ogerpon,wellspring-mask--,water-absorb--,water,ivy-cudgel,horn-leech,swords-dance,spiky-shield,9gen
regieleki,magnet--,transistor--,ice,thunderbolt,electroweb,tera-blast,protect,8gen
indeedee,psychic-seed--,psychic-surge--,dragon,psychic,follow-me,helping-hand,protect,8gen
tornadus,safety-goggles--,prankster--,dark,bleakwind-storm,tailwind,rain-dance,protect,5gen
chi-yu,life-orb--,beads-of-ruin--,fire,heat-wave,overheat,snarl,protect,9gen
flutter-mane,focus-sash--,protosynthesis--,fairy,dazzling-gleam,moonblast,shadow-ball,protect,9gen
urshifu,mystic-water--,unseen-fist--,water,surging-strikes,close-combat,aqua-jet,detect,8gen
rillaboom,assault-vest--,grassy-surge--,fire,wood-hammer,grassy-glide,high-horsepower,fake-out,8gen
gholdengo,choice-specs--,good-as-gold--,steel,make-it-rain,shadow-ball,power-gem,steel-beam,9gen
tornadus,covert-cloak--,prankster--,dark,bleakwind-storm,taunt,tailwind,rain-dance,5gen
arcanine,sitrus-berry--,intimidate--,grass,flare-blitz,willowisp,rock-slide,extreme-speed,1gen
flutter-mane,booster-energy--,protosynthesis--,fairy,moonblast,dazzling-gleam,shadow-ball,protect,9gen
kingambit,black-glasses--,defiant--,dragon,sucker-punch,iron-head,kowtow-cleave,protect,9gen
amoonguss,sitrus-berry--,regenerator--,water,spore,clear-smog,grass-knot,rage-powder,5gen
urshifu,choice-scarf--,unseen-fist--,poison,surging-strikes,close-combat,aqua-jet,uturn,8gen
dragonite,assault-vest--,inner-focus--,normal,extreme-speed,aerial-ace,stomping-tantrum,thunder-punch,1gen
chien-pao,focus-sash--,sword-of-ruin--,ghost,ice-spinner,sacred-sword,protect,sucker-punch,9gen
ogerpon,hearthflame-mask--,mold-breaker--,fire,ivy-cudgel,spiky-shield,horn-leech,follow-me,9gen
landorus,choice-scarf--,intimidate--,flying,stomping-tantrum,rock-tomb,uturn,tera-blast,5gen
roaring-moon,booster-energy--,protosynthesis--,flying,acrobatics,knock-off,dragon-dance,protect,9gen
iron-hands,assault-vest--,quark-drive--,water,fake-out,drain-punch,volt-switch,wild-charge,9gen
amoonguss,rocky-helmet--,regenerator--,water,rage-powder,spore,protect,pollen-puff,5gen
heatran,life-orb--,flash-fire--,fairy,heat-wave,earth-power,flash-cannon,protect,4gen
flutter-mane,choice-specs--,protosynthesis--,fairy,moonblast,shadow-ball,dazzling-gleam,perish-song,9gen
urshifu,mystic-water--,unseen-fist--,water,surging-strikes,close-combat,aqua-jet,detect,8gen
arcanine,choice-band--,intimidate--,normal,extreme-speed,rock-slide,flare-blitz,head-smash,1gen
rillaboom,assault-vest--,grassy-surge--,ghost,wood-hammer,grassy-glide,uturn,fake-out,8gen
flutter-mane,booster-energy--,protosynthesis--,fairy,moonblast,shadow-ball,dazzling-gleam,protect,9gen
tornadus,rocky-helmet--,prankster--,ghost,bleakwind-storm,taunt,tailwind,rain-dance,5gen
chien-pao,focus-sash--,sword-of-ruin--,ghost,icicle-crash,sucker-punch,sacred-sword,protect,9gen
landorus,choice-scarf--,intimidate--,flying,stomping-tantrum,tera-blast,rock-slide,uturn,5gen
flutter-mane,choice-specs--,protosynthesis--,fairy,shadow-ball,moonblast,dazzling-gleam,thunderbolt,9gen
ogerpon,wellspring-mask--,water-absorb--,water,ivy-cudgel,horn-leech,follow-me,spiky-shield,9gen
heatran,shuca-berry--,flash-fire--,grass,heat-wave,flash-cannon,earth-power,protect,4gen
cresselia,sitrus-berry--,levitate--,poison,psychic,ice-beam,lunar-blessing,trick-room,4gen
iron-hands,assault-vest--,quark-drive--,water,wild-charge,drain-punch,heavy-slam,fake-out,9gen
arcanine,choice-band--,intimidate--,grass,flare-blitz,rock-slide,extreme-speed,head-smash,1gen
tornadus,rocky-helmet--,prankster--,ghost,tailwind,bleakwind-storm,rain-dance,taunt,5gen
rillaboom,assault-vest--,grassy-surge--,poison,wood-hammer,grassy-glide,uturn,fake-out,8gen
urshifu,mystic-water--,unseen-fist--,water,surging-strikes,close-combat,aqua-jet,protect,8gen
flutter-mane,booster-energy--,protosynthesis--,fairy,moonblast,dazzling-gleam,shadow-ball,protect,9gen
chien-pao,focus-sash--,sword-of-ruin--,ghost,icicle-crash,sucker-punch,sacred-sword,protect,9gen
chien-pao,life-orb--,sword-of-ruin--,poison,sucker-punch,icicle-crash,sacred-sword,protect,9gen
tornadus,rocky-helmet--,prankster--,ghost,bleakwind-storm,taunt,tailwind,rain-dance,5gen
flutter-mane,booster-energy--,protosynthesis--,fairy,shadow-ball,moonblast,dazzling-gleam,protect,9gen
urshifu,mystic-water--,unseen-fist--,water,surging-strikes,aqua-jet,close-combat,detect,8gen
rillaboom,assault-vest--,grassy-surge--,fire,wood-hammer,grassy-glide,uturn,fake-out,8gen
arcanine,choice-band--,intimidate--,normal,flare-blitz,head-smash,rock-slide,extreme-speed,1gen
armarouge,weakness-policy--,weak-armor--,psychic,expanding-force,heat-wave,stored-power,endure,9gen
ursaluna,flame-orb--,guts--,ghost,facade,earthquake,shadow-claw,protect,8gen
torkoal,choice-specs--,drought--,fire,eruption,heat-wave,overheat,earth-power,3gen
roaring-moon,booster-energy--,protosynthesis--,poison,breaking-swipe,uturn,earthquake,tailwind,9gen
bronzong,power-bracer--,levitate--,fire,body-press,skill-swap,trick-room,iron-defense,4gen
indeedee,safety-goggles--,psychic-surge--,fairy,dazzling-gleam,follow-me,helping-hand,trick-room,8gen
landorus,choice-scarf--,intimidate--,flying,rock-slide,uturn,tera-blast,stomping-tantrum,5gen
roaring-moon,booster-energy--,protosynthesis--,flying,protect,acrobatics,knock-off,dragon-dance,9gen
heatran,shuca-berry--,flash-fire--,fairy,protect,heat-wave,substitute,earth-power,4gen
amoonguss,rocky-helmet--,regenerator--,water,protect,rage-powder,pollen-puff,spore,5gen
iron-hands,assault-vest--,quark-drive--,water,wild-charge,drain-punch,heavy-slam,fake-out,9gen
flutter-mane,choice-specs--,protosynthesis--,fairy,dazzling-gleam,moonblast,shadow-ball,thunderbolt,9gen
chi-yu,choice-specs--,beads-of-ruin--,ghost,dark-pulse,snarl,heat-wave,overheat,9gen
iron-hands,assault-vest--,quark-drive--,fire,fake-out,drain-punch,wild-charge,heavy-slam,9gen
farigiraf,sitrus-berry--,armor-tail--,fairy,trick-room,psychic,dazzling-gleam,helping-hand,9gen
iron-bundle,booster-energy--,quark-drive--,ghost,icy-wind,freezedry,encore,protect,9gen
landorus,choice-scarf--,intimidate--,flying,stomping-tantrum,tera-blast,rock-slide,uturn,5gen
ursaluna,flame-orb--,guts--,ghost,facade,headlong-rush,substitute,protect,8gen
dondozo,leftovers--,oblivious--,poison,protect,heavy-slam,yawn,wave-crash,9gen
heatran,sitrus-berry--,flash-fire--,grass,magma-storm,earth-power,flash-cannon,protect,4gen
urshifu,focus-sash--,unseen-fist--,dark,detect,wicked-blow,sucker-punch,close-combat,8gen
salamence,rocky-helmet--,intimidate--,water,tailwind,roost,draco-meteor,air-slash,3gen
flutter-mane,choice-specs--,protosynthesis--,fairy,dazzling-gleam,moonblast,shadow-ball,perish-song,9gen
rillaboom,assault-vest--,grassy-surge--,ghost,fake-out,wood-hammer,grassy-glide,high-horsepower,8gen
flutter-mane,choice-specs--,protosynthesis--,fairy,moonblast,dazzling-gleam,shadow-ball,power-gem,9gen
amoonguss,rocky-helmet--,regenerator--,water,spore,leaf-storm,rage-powder,pollen-puff,5gen
landorus,choice-scarf--,intimidate--,flying,uturn,tera-blast,rock-slide,stomping-tantrum,5gen
heatran,leftovers--,flash-fire--,grass,magma-storm,willowisp,earth-power,protect,4gen
iron-hands,assault-vest--,quark-drive--,poison,fake-out,heavy-slam,drain-punch,wild-charge,9gen
urshifu,focus-sash--,unseen-fist--,dark,close-combat,wicked-blow,sucker-punch,protect,8gen
urshifu,mystic-water--,unseen-fist--,water,surging-strikes,close-combat,aqua-jet,protect,8gen
flutter-mane,booster-energy--,protosynthesis--,fairy,shadow-ball,moonblast,dazzling-gleam,protect,9gen
brambleghast,focus-sash--,wind-rider--,ghost,power-whip,poltergeist,shadow-sneak,strength-sap,9gen
chi-yu,life-orb--,beads-of-ruin--,ghost,heat-wave,dark-pulse,overheat,protect,9gen
tornadus,covert-cloak--,prankster--,steel,bleakwind-storm,sunny-day,tailwind,taunt,5gen
gholdengo,choice-specs--,good-as-gold--,steel,make-it-rain,shadow-ball,thunderbolt,steel-beam,9gen
urshifu,choice-scarf--,unseen-fist--,water,surging-strikes,uturn,close-combat,aqua-jet,8gen
gholdengo,choice-specs--,good-as-gold--,steel,make-it-rain,shadow-ball,trick,thunderbolt,9gen
regidrago,dragon-fang--,dragon's-maw--,steel,dragon-energy,draco-meteor,protect,earth-power,8gen
ogerpon,hearthflame-mask--,mold-breaker--,fire,ivy-cudgel,grassy-glide,follow-me,spiky-shield,9gen
tornadus,focus-sash--,prankster--,ghost,bleakwind-storm,tailwind,protect,icy-wind,5gen
rillaboom,assault-vest--,grassy-surge--,fire,wood-hammer,fake-out,high-horsepower,grassy-glide,8gen
landorus,choice-scarf--,intimidate--,flying,stomping-tantrum,uturn,rock-slide,tera-blast,5gen
ogerpon,wellspring-mask--,water-absorb--,water,ivy-cudgel,horn-leech,follow-me,spiky-shield,9gen
heatran,safety-goggles--,flash-fire--,fairy,heat-wave,earth-power,flash-cannon,protect,4gen
iron-hands,assault-vest--,quark-drive--,water,wild-charge,drain-punch,heavy-slam,fake-out,9gen
roaring-moon,booster-energy--,protosynthesis--,poison,knock-off,breaking-swipe,tailwind,protect,9gen
flutter-mane,choice-specs--,protosynthesis--,fairy,dazzling-gleam,shadow-ball,moonblast,misty-terrain,9gen
tornadus,covert-cloak--,prankster--,steel,bleakwind-storm,taunt,tailwind,rain-dance,5gen
landorus,life-orb--,sheer-force--,poison,sandsear-storm,earth-power,sludge-bomb,protect,5gen
gholdengo,choice-specs--,good-as-gold--,steel,make-it-rain,shadow-ball,thunderbolt,trick,9gen
urshifu,mystic-water--,unseen-fist--,water,surging-strikes,aqua-jet,close-combat,detect,8gen
iron-bundle,booster-energy--,quark-drive--,ghost,icy-wind,freezedry,hydro-pump,protect,9gen
brambleghast,focus-sash--,wind-rider--,ghost,power-whip,shadow-sneak,poltergeist,strength-sap,9gen
iron-hands,assault-vest--,quark-drive--,water,wild-charge,drain-punch,heavy-slam,fake-out,9gen
ogerpon,razor-claw--,defiant--,grass,ivy-cudgel,stomping-tantrum,follow-me,spiky-shield,9gen
urshifu,splash-plate--,unseen-fist--,poison,surging-strikes,close-combat,aqua-jet,detect,8gen
roaring-moon,booster-energy--,protosynthesis--,poison,knock-off,breaking-swipe,tailwind,protect,9gen
arcanine,choice-band--,intimidate--,fairy,flare-blitz,rock-slide,extreme-speed,tera-blast,1gen
gholdengo,metal-coat--,good-as-gold--,dragon,make-it-rain,shadow-ball,nasty-plot,protect,9gen
flutter-mane,booster-energy--,protosynthesis--,fairy,dazzling-gleam,moonblast,shadow-ball,protect,9gen
heatran,life-orb--,flash-fire--,fairy,heat-wave,flash-cannon,earth-power,protect,4gen
landorus,choice-scarf--,intimidate--,flying,stomping-tantrum,tera-blast,rock-slide,uturn,5gen
iron-hands,assault-vest--,quark-drive--,fire,drain-punch,wild-charge,heavy-slam,fake-out,9gen
ogerpon,wellspring-mask--,water-absorb--,water,ivy-cudgel,wood-hammer,follow-me,spiky-shield,9gen
amoonguss,sitrus-berry--,regenerator--,water,spore,pollen-puff,rage-powder,protect,5gen
regidrago,dragon-fang--,dragon's-maw--,poison,draco-meteor,dragon-energy,earth-power,protect,8gen
gholdengo,metal-coat--,good-as-gold--,dragon,nasty-plot,shadow-ball,make-it-rain,protect,9gen
arcanine,sitrus-berry--,intimidate--,water,flare-blitz,extreme-speed,rock-slide,willowisp,1gen
tornadus,rocky-helmet--,prankster--,ghost,bleakwind-storm,rain-dance,tailwind,protect,5gen
urshifu,choice-scarf--,unseen-fist--,poison,surging-strikes,close-combat,aqua-jet,uturn,8gen
rillaboom,assault-vest--,grassy-surge--,grass,fake-out,wood-hammer,high-horsepower,grassy-glide,8gen
arcanine,choice-band--,intimidate--,fairy,flare-blitz,rock-slide,extreme-speed,tera-blast,1gen
rillaboom,assault-vest--,grassy-surge--,fire,grassy-glide,wood-hammer,high-horsepower,fake-out,8gen
roaring-moon,booster-energy--,protosynthesis--,flying,knock-off,acrobatics,tailwind,protect,9gen
urshifu,choice-scarf--,unseen-fist--,water,surging-strikes,close-combat,ice-punch,uturn,8gen
gholdengo,metal-coat--,good-as-gold--,dragon,make-it-rain,shadow-ball,nasty-plot,protect,9gen
clefairy,eviolite--,friend-guard--,water,icy-wind,follow-me,helping-hand,protect,1gen
gholdengo,leftovers--,good-as-gold--,dragon,shadow-ball,make-it-rain,nasty-plot,protect,9gen
arcanine,choice-band--,intimidate--,fairy,flare-blitz,rock-slide,extreme-speed,tera-blast,1gen
urshifu,choice-scarf--,unseen-fist--,water,surging-strikes,close-combat,uturn,aqua-jet,8gen
clefairy,eviolite--,friend-guard--,grass,icy-wind,follow-me,protect,helping-hand,1gen
rillaboom,assault-vest--,grassy-surge--,fire,grassy-glide,wood-hammer,fake-out,high-horsepower,8gen
roaring-moon,booster-energy--,protosynthesis--,flying,knock-off,acrobatics,tailwind,protect,9gen
rillaboom,miracle-seed--,grassy-surge--,fire,wood-hammer,fake-out,grassy-glide,high-horsepower,8gen
iron-bundle,booster-energy--,quark-drive--,ghost,freezedry,hydro-pump,icy-wind,protect,9gen
heatran,life-orb--,flash-fire--,grass,heat-wave,flash-cannon,earth-power,protect,4gen
urshifu,focus-sash--,unseen-fist--,dark,wicked-blow,close-combat,sucker-punch,detect,8gen
flutter-mane,choice-specs--,protosynthesis--,fairy,moonblast,shadow-ball,dazzling-gleam,icy-wind,9gen
iron-hands,assault-vest--,quark-drive--,water,wild-charge,drain-punch,fake-out,heavy-slam,9gen
landorus,choice-scarf--,intimidate--,flying,tera-blast,rock-slide,uturn,stomping-tantrum,5gen
amoonguss,mental-herb--,regenerator--,water,protect,rage-powder,spore,pollen-puff,5gen
roaring-moon,booster-energy--,protosynthesis--,flying,protect,dragon-dance,knock-off,acrobatics,9gen
iron-hands,assault-vest--,quark-drive--,water,fake-out,heavy-slam,wild-charge,drain-punch,9gen
heatran,leftovers--,flash-fire--,fairy,magma-storm,flash-cannon,earth-power,protect,4gen
flutter-mane,fairy-feather--,protosynthesis--,fairy,protect,substitute,dazzling-gleam,moonblast,9gen
heatran,safety-goggles--,flash-fire--,fairy,heat-wave,flash-cannon,earth-power,protect,4gen
landorus,choice-scarf--,intimidate--,flying,stomping-tantrum,rock-slide,tera-blast,uturn,5gen
amoonguss,rocky-helmet--,regenerator--,water,spore,rage-powder,pollen-puff,protect,5gen
roaring-moon,booster-energy--,protosynthesis--,flying,acrobatics,knock-off,protect,dragon-dance,9gen
iron-hands,assault-vest--,quark-drive--,water,fake-out,drain-punch,wild-charge,heavy-slam,9gen
flutter-mane,choice-specs--,protosynthesis--,fairy,dazzling-gleam,shadow-ball,moonblast,perish-song,9gen
sinistcha,rocky-helmet--,hospitality--,fairy,matcha-gotcha,strength-sap,rage-powder,trick-room,9gen
chien-pao,focus-sash--,sword-of-ruin--,ghost,ice-spinner,sacred-sword,sucker-punch,protect,9gen
kingambit,black-glasses--,defiant--,poison,kowtow-cleave,swords-dance,sucker-punch,protect,9gen
iron-hands,assault-vest--,quark-drive--,fire,drain-punch,wild-charge,heavy-slam,fake-out,9gen
volcarona,leftovers--,flame-body--,grass,flamethrower,giga-drain,quiver-dance,protect,5gen
landorus,choice-scarf--,intimidate--,flying,rock-slide,stomping-tantrum,tera-blast,uturn,5gen
rillaboom,assault-vest--,grassy-surge--,fire,wood-hammer,high-horsepower,uturn,fake-out,8gen
gholdengo,leftovers--,good-as-gold--,dragon,make-it-rain,shadow-ball,nasty-plot,protect,9gen
landorus,choice-scarf--,intimidate--,flying,stomping-tantrum,tera-blast,rock-slide,uturn,5gen
ogerpon,hearthflame-mask--,mold-breaker--,fire,ivy-cudgel,grassy-glide,follow-me,spiky-shield,9gen
urshifu,mystic-water--,unseen-fist--,water,surging-strikes,close-combat,aqua-jet,protect,8gen
tornadus,focus-sash--,prankster--,dragon,bleakwind-storm,rain-dance,tailwind,protect,5gen
heatran,life-orb--,flash-fire--,grass,protect,earth-power,heat-wave,flash-cannon,4gen
amoonguss,sitrus-berry--,regenerator--,water,protect,rage-powder,spore,pollen-puff,5gen
iron-hands,assault-vest--,quark-drive--,fire,fake-out,drain-punch,heavy-slam,wild-charge,9gen
flutter-mane,booster-energy--,protosynthesis--,fairy,protect,shadow-ball,moonblast,dazzling-gleam,9gen
tornadus,sharp-beak--,prankster--,dragon,protect,bleakwind-storm,tailwind,rain-dance,5gen
urshifu,choice-scarf--,unseen-fist--,water,close-combat,surging-strikes,ice-spinner,uturn,8gen
landorus,choice-scarf--,intimidate--,flying,uturn,tera-blast,stomping-tantrum,rock-tomb,5gen
flutter-mane,choice-specs--,protosynthesis--,fairy,moonblast,dazzling-gleam,shadow-ball,charm,9gen
ogerpon,wellspring-mask--,water-absorb--,water,ivy-cudgel,power-whip,spiky-shield,follow-me,9gen
iron-hands,assault-vest--,quark-drive--,water,fake-out,heavy-slam,drain-punch,wild-charge,9gen
clefairy,eviolite--,friend-guard--,grass,follow-me,life-dew,helping-hand,protect,1gen
kingambit,black-glasses--,defiant--,fire,kowtow-cleave,sucker-punch,swords-dance,protect,9gen
iron-hands,assault-vest--,quark-drive--,grass,fake-out,drain-punch,wild-charge,heavy-slam,9gen
ninetales,light-clay--,snow-warning--,water,aurora-veil,icy-wind,moonblast,protect,1gen
heatran,life-orb--,flash-fire--,fairy,flash-cannon,heat-wave,earth-power,protect,4gen
amoonguss,rocky-helmet--,regenerator--,water,rage-powder,pollen-puff,spore,protect,5gen
landorus,choice-scarf--,intimidate--,flying,stomping-tantrum,rock-slide,tera-blast,uturn,5gen
iron-bundle,booster-energy--,quark-drive--,ghost,hydro-pump,freezedry,blizzard,protect,9gen
salamence,choice-scarf--,intimidate--,steel,hurricane,draco-meteor,tailwind,iron-head,3gen
amoonguss,sitrus-berry--,regenerator--,steel,spore,rage-powder,pollen-puff,protect,5gen
gholdengo,leftovers--,good-as-gold--,dragon,make-it-rain,nasty-plot,shadow-ball,protect,9gen
scream-tail,booster-energy--,protosynthesis--,grass,dazzling-gleam,encore,disable,protect,9gen
pelipper,focus-sash--,drizzle--,flying,hurricane,weather-ball,protect,wide-guard,3gen
iron-hands,assault-vest--,quark-drive--,water,fake-out,heavy-slam,wild-charge,drain-punch,9gen
tornadus,sitrus-berry--,prankster--,poison,bleakwind-storm,icy-wind,tailwind,rain-dance,5gen
amoonguss,rocky-helmet--,regenerator--,water,pollen-puff,spore,rage-powder,protect,5gen
kingambit,black-glasses--,defiant--,dark,kowtow-cleave,sucker-punch,swords-dance,protect,9gen
iron-hands,assault-vest--,quark-drive--,grass,drain-punch,wild-charge,heavy-slam,fake-out,9gen
ogerpon,hearthflame-mask--,mold-breaker--,fire,ivy-cudgel,horn-leech,swords-dance,spiky-shield,9gen
urshifu,choice-scarf--,unseen-fist--,water,aqua-jet,surging-strikes,close-combat,uturn,8gen
landorus,choice-scarf--,intimidate--,flying,rock-slide,stomping-tantrum,uturn,tera-blast,5gen
baxcalibur,loaded-dice--,thermal-exchange--,poison,scale-shot,icicle-spear,swords-dance,protect,9gen
amoonguss,rocky-helmet--,regenerator--,water,spore,rage-powder,pollen-puff,leaf-storm,5gen
heatran,leftovers--,flash-fire--,fairy,magma-storm,earth-power,substitute,protect,4gen
iron-hands,assault-vest--,quark-drive--,water,fake-out,drain-punch,wild-charge,heavy-slam,9gen
flutter-mane,choice-specs--,protosynthesis--,fairy,moonblast,dazzling-gleam,shadow-ball,power-gem,9gen
amoonguss,sitrus-berry--,regenerator--,water,spore,rage-powder,pollen-puff,protect,5gen
landorus,choice-scarf--,intimidate--,flying,uturn,rock-slide,tera-blast,stomping-tantrum,5gen
roaring-moon,booster-energy--,protosynthesis--,flying,acrobatics,dragon-dance,knock-off,protect,9gen
heatran,shuca-berry--,flash-fire--,fairy,protect,earth-power,heat-wave,flash-cannon,4gen
iron-hands,assault-vest--,quark-drive--,grass,fake-out,drain-punch,wild-charge,volt-switch,9gen
flutter-mane,choice-specs--,protosynthesis--,fairy,shadow-ball,dazzling-gleam,moonblast,perish-song,9gen
landorus,choice-band--,intimidate--,water,rock-slide,uturn,stomping-tantrum,earthquake,5gen
gholdengo,leftovers--,good-as-gold--,dragon,make-it-rain,shadow-ball,nasty-plot,protect,9gen
urshifu,life-orb--,unseen-fist--,poison,surging-strikes,close-combat,aqua-jet,detect,8gen
chien-pao,focus-sash--,sword-of-ruin--,ghost,ice-spinner,sucker-punch,sacred-sword,protect,9gen
tornadus,sitrus-berry--,prankster--,ghost,bleakwind-storm,rain-dance,taunt,tailwind,5gen
amoonguss,rocky-helmet--,regenerator--,water,pollen-puff,spore,rage-powder,clear-smog,5gen
tornadus,mental-herb--,prankster--,ghost,bleakwind-storm,rain-dance,tailwind,protect,5gen
flutter-mane,booster-energy--,protosynthesis--,fairy,moonblast,shadow-ball,dazzling-gleam,protect,9gen
urshifu,mystic-water--,unseen-fist--,water,surging-strikes,close-combat,aqua-jet,detect,8gen
arcanine,sitrus-berry--,intimidate--,water,flare-blitz,rock-slide,extreme-speed,protect,1gen
rillaboom,assault-vest--,grassy-surge--,fire,wood-hammer,grassy-glide,high-horsepower,fake-out,8gen
gholdengo,leftovers--,good-as-gold--,dragon,make-it-rain,shadow-ball,nasty-plot,protect,9gen
urshifu,choice-scarf--,unseen-fist--,water,surging-strikes,close-combat,aqua-jet,uturn,8gen
regidrago,dragon-fang--,dragon's-maw--,steel,dragon-energy,draco-meteor,earth-power,protect,8gen
rillaboom,assault-vest--,grassy-surge--,grass,fake-out,wood-hammer,high-horsepower,grassy-glide,8gen
arcanine,sitrus-berry--,intimidate--,water,flare-blitz,protect,rock-slide,willowisp,1gen
gholdengo,metal-coat--,good-as-gold--,dragon,make-it-rain,shadow-ball,protect,nasty-plot,9gen
tornadus,rocky-helmet--,prankster--,ghost,bleakwind-storm,protect,tailwind,rain-dance,5gen
chien-pao,focus-sash--,sword-of-ruin--,ghost,protect,icicle-crash,sucker-punch,sacred-sword,9gen
heatran,assault-vest--,flash-fire--,fairy,flash-cannon,earth-power,heat-wave,tera-blast,4gen
urshifu,choice-scarf--,unseen-fist--,water,uturn,surging-strikes,close-combat,aqua-jet,8gen
farigiraf,rocky-helmet--,armor-tail--,fairy,trick-room,psychic,dazzling-gleam,helping-hand,9gen
rillaboom,miracle-seed--,grassy-surge--,grass,fake-out,wood-hammer,grassy-glide,uturn,8gen
dragonite,choice-band--,inner-focus--,normal,extreme-speed,outrage,aerial-ace,stomping-tantrum,1gen
dondozo,leftovers--,unaware--,dragon,protect,order-up,earthquake,substitute,9gen
tatsugiri,ability-shield--,commander--,steel,protect,muddy-water,draco-meteor,taunt,9gen
chien-pao,focus-sash--,sword-of-ruin--,ghost,protect,icicle-crash,crunch,sucker-punch,9gen
ninetales,light-clay--,snow-warning--,ghost,protect,icy-wind,moonblast,aurora-veil,1gen
